nconst,actor,primaryName,actress,knownForTitles,director,tconst,titleType,originalTitle,startYear,Drama,Comedy,Romance,Thriller,genres,job
nm0818217,1,Lou Spenser,0,tt0093379,0,tt0093379,movie,Lady Beware,1987,0,0,0,1,Thriller,actor
nm1173173,0,Kristen C. Scannell,1,tt0093379,0,tt0093379,movie,Lady Beware,1987,0,0,0,1,Thriller,actress
nm3565998,0,Kathleen Murray,1,tt0093379,0,tt0093379,movie,Lady Beware,1987,0,0,0,1,Thriller,actress
nm0072161,1,Russ Benning,0,tt0088172,0,tt0088172,movie,Starman,1984,0,0,1,0,Romance,actor
nm0107409,1,Steven Brennan,0,tt0088172,0,tt0088172,movie,Starman,1984,0,0,1,0,Romance,actor
nm0199784,1,David Daniell,0,tt0088172,0,tt0088172,movie,Starman,1984,0,0,1,0,Romance,actor
nm0453544,0,Judith Kim,1,tt0088172,0,tt0088172,movie,Starman,1984,0,0,1,0,Romance,actress
nm0572732,1,Victor McLemore,0,tt0088172,0,tt0088172,movie,Starman,1984,0,0,1,0,Romance,actor
nm0878375,1,Randy Tutton,0,tt0088172,0,tt0088172,movie,Starman,1984,0,0,1,0,Romance,actor
nm1771639,0,Pat Lee,1,tt0088172,0,tt0088172,movie,Starman,1984,0,0,1,0,Romance,actress
nm0072282,1,Michal Benovic,0,tt0140525,0,tt0140525,movie,Rychlé pohyby ocí,1998,0,0,1,0,Romance,actor
nm0163059,1,Zdenek Cizek,0,tt0140525,0,tt0140525,movie,Rychlé pohyby ocí,1998,0,0,1,0,Romance,actor
nm0398655,1,Jan Hrstka,0,tt0140525,0,tt0140525,movie,Rychlé pohyby ocí,1998,0,0,1,0,Romance,actor
nm0482539,0,Dasa Lalova,1,tt0140525,0,tt0140525,movie,Rychlé pohyby ocí,1998,0,0,1,0,Romance,actress
nm0659594,0,Tereza Pánková,1,tt0140525,0,tt0140525,movie,Rychlé pohyby ocí,1998,0,0,1,0,Romance,actress
nm0687332,1,Jan Plisek,0,tt0140525,0,tt0140525,movie,Rychlé pohyby ocí,1998,0,0,1,0,Romance,actor
nm0072813,1,Grendon Bentley,0,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actor
nm0100051,0,Adeline Bourne,1,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actress
nm0751987,1,Montague Rutherford,0,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actor
nm1265115,1,Richard Andean,0,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actor
nm1266727,1,S.T. Pearce,0,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actor
nm1266919,1,E.A. Ross,0,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actor
nm5563058,1,G. Richards,0,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actor
nm5563127,1,E. Ericson,0,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actor
nm5872742,1,A. Roberts,0,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actor
nm5872743,1,R. Montague,0,tt0002922,0,tt0002922,movie,Hamlet,1913,1,0,0,0,Drama,actor
nm0073074,1,Henry Benvenutti,0,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actor
nm0118350,1,Ed Buck,0,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actor
nm0218819,1,M. DeMuro,0,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actor
nm0250650,0,Babs Egan,1,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actress
nm0435668,0,Charlene Kaleina,1,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actress
nm0466947,1,Chris Kosburg,0,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actor
nm0476505,1,F. Kutlik,0,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actor
nm0609081,1,S. Moss,0,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actor
nm0894462,1,S. Vermont,0,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actor
nm0952459,1,J. Zaloga,0,tt0083138,0,tt0083138,movie,Subway Riders,1981,0,0,0,1,Thriller,actor
nm0077896,1,Burt Bertez,0,tt0097281,0,tt0097281,movie,Enrapture,1989,0,0,0,1,Thriller,actor
nm0146789,1,Charles Cavalieri,0,tt0097281,0,tt0097281,movie,Enrapture,1989,0,0,0,1,Thriller,actor
nm0162615,0,Donna Cipolla,1,tt0097281,0,tt0097281,movie,Enrapture,1989,0,0,0,1,Thriller,actress
nm0171245,0,Trisha Coleman,1,tt0097281,0,tt0097281,movie,Enrapture,1989,0,0,0,1,Thriller,actress
nm0314362,1,Randy Gerish,0,tt0097281,0,tt0097281,movie,Enrapture,1989,0,0,0,1,Thriller,actor
nm0426138,1,Ron-Ken Johnson,0,tt0097281,0,tt0097281,movie,Enrapture,1989,0,0,0,1,Thriller,actor
nm0686659,1,Mark Plantier,0,tt0097281,0,tt0097281,movie,Enrapture,1989,0,0,0,1,Thriller,actor
nm0718814,0,Amelia Dora Rella,1,tt0097281,0,tt0097281,movie,Enrapture,1989,0,0,0,1,Thriller,actress
nm0906258,0,Jo Ann Wahl,1,tt0097281,0,tt0097281,movie,Enrapture,1989,0,0,0,1,Thriller,actress
nm0078450,1,Jonathan Bertuccelli,0,tt0102604,0,tt0102604,movie,Ossessione fatale,1992,0,0,0,1,Thriller,actor
nm0273165,1,John Fernstein,0,tt0102604,0,tt0102604,movie,Ossessione fatale,1992,0,0,0,1,Thriller,actor
nm0479806,1,Anthony Lacan,0,tt0102604,0,tt0102604,movie,Ossessione fatale,1992,0,0,0,1,Thriller,actor
nm0079871,0,Terza Bey,1,tt0006059,0,tt0006059,movie,The Slim Princess,1915,0,1,0,0,Comedy,actress
nm0080747,1,Solli Bianco,0,tt0126407,0,tt0126407,movie,Il maestro di violino,1976,0,0,1,0,Romance,actor
nm0458138,1,Daniel Klachin,0,tt0126407,0,tt0126407,movie,Il maestro di violino,1976,0,0,1,0,Romance,actor
nm0080890,1,Sabas Bibic,0,tt0107186,0,tt0107186,movie,Ich und Christine,1993,0,0,1,0,Romance,actor
nm0264621,0,Susan Fabiero,1,tt0107186,0,tt0107186,movie,Ich und Christine,1993,0,0,1,0,Romance,actress
nm0796176,0,Mahnaz Siahpustan,1,tt0107186,0,tt0107186,movie,Ich und Christine,1993,0,0,1,0,Romance,actress
nm0082795,1,Ludwig Binder,0,tt0073291,0,tt0073291,movie,Lieb Vaterland magst ruhig sein,1976,0,0,0,1,Thriller,actor
nm0083633,0,Maribel Birks,1,tt0113923,0,tt0113923,movie,The Naked Eye,1995,0,0,0,1,Thriller,actress
nm0167179,0,Natalie Clough,1,tt0113923,0,tt0113923,movie,The Naked Eye,1995,0,0,0,1,Thriller,actress
nm0083727,1,Joseph Birns,0,tt0005920,0,tt0005920,movie,The Pretenders,1915,0,1,0,0,Comedy,actor
nm0083755,1,Jean-Jacque Birou,0,tt0085749,0,tt0085749,movie,La java des ombres,1983,0,0,0,1,Thriller,actor
nm0154316,1,Alain Chaumette,0,tt0085749,0,tt0085749,movie,La java des ombres,1983,0,0,0,1,Thriller,actor
nm0084954,0,Liisa Björklund,1,tt0110109,0,tt0110109,movie,Illusioner,1994,0,0,0,1,Thriller,actress
nm0088991,1,Kent Blomqvist,0,tt0110109,0,tt0110109,movie,Illusioner,1994,0,0,0,1,Thriller,actor
nm0091004,1,Orvar Bodlund,0,tt0110109,0,tt0110109,movie,Illusioner,1994,0,0,0,1,Thriller,actor
nm0092997,1,Göran Bolinder,0,tt0110109,0,tt0110109,movie,Illusioner,1994,0,0,0,1,Thriller,actor
nm0110933,1,Jan Brodin,0,tt0110109,0,tt0110109,movie,Illusioner,1994,0,0,0,1,Thriller,actor
nm0253348,0,Mi Elfverson,1,tt0110109,0,tt0110109,movie,Illusioner,1994,0,0,0,1,Thriller,actress
nm0362905,1,Bertil Hargemark,0,tt0110109,0,tt0110109,movie,Illusioner,1994,0,0,0,1,Thriller,actor
nm0632154,1,Anders Nilsson,0,tt0110109,0,tt0110109,movie,Illusioner,1994,0,0,0,1,Thriller,actor
nm0085319,1,James Black,0,tt0009219,0,tt0009219,movie,I'll Say So,1918,0,1,0,0,Comedy,actor
nm0444535,1,Ed Keeley,0,tt0009219,0,tt0009219,movie,I'll Say So,1918,0,1,0,0,Comedy,actor
nm0085618,0,Mary Blackburn,1,tt0004563,0,tt0004563,movie,The Scales of Justice,1914,1,0,0,0,Drama,actress
nm0086346,0,Rowena Blair,1,tt0085379,0,tt0085379,movie,Cross Country,1983,0,0,0,1,Thriller,actress
nm0521176,0,Diane Lortie,1,tt0085379,0,tt0085379,movie,Cross Country,1983,0,0,0,1,Thriller,actress
nm0656619,0,Leslie Pahl,1,tt0085379,0,tt0085379,movie,Cross Country,1983,0,0,0,1,Thriller,actress
nm0677824,0,Jennifer Petrela,1,tt0085379,0,tt0085379,movie,Cross Country,1983,0,0,0,1,Thriller,actress
nm0679931,0,Madeleine Philie,1,tt0085379,0,tt0085379,movie,Cross Country,1983,0,0,0,1,Thriller,actress
nm14074401,0,Venise Sylvain,1,tt0085379,0,tt0085379,movie,Cross Country,1983,0,0,0,1,Thriller,actress
nm0086352,0,Sofia Blair,1,tt0003856,0,tt0003856,movie,The Dollar Mark,1914,1,0,0,0,Drama,actress
nm0329397,0,Nini Goodstadt,1,tt0003856,0,tt0003856,movie,The Dollar Mark,1914,1,0,0,0,Drama,actress
nm0354925,1,J.S. Hale,0,tt0003856,0,tt0003856,movie,The Dollar Mark,1914,1,0,0,0,Drama,actor
nm0604547,1,Charles B. Morgan,0,tt0003856,0,tt0003856,movie,The Dollar Mark,1914,1,0,0,0,Drama,actor
nm0087376,1,Maurice Bland,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm0444715,0,Jennifer Keene,1,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actress
nm1927636,1,Ron Graham,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm1930333,1,Wes Friesen,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm1932130,0,Rollanda Lee,1,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actress
nm1933559,1,Guy Simon Gosselin,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm1933930,1,Roland De Yang,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm1933975,1,Mark Olafson,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm1934417,1,Jim Stanton,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm1934457,1,Bernie Bloom,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm1934554,1,Bill Keech,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm1935532,1,Don Marshall,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm2988648,1,Peter Campbell,0,tt0088809,0,tt0088809,movie,Birds of Prey,1986,0,0,0,1,Thriller,actor
nm0087878,0,Leila Blau,1,tt0005162,0,tt0005162,movie,The Crown Prince's Double,1915,1,0,0,0,Drama,actress
nm0088267,0,Christine Blessing,1,tt0003859,0,tt0003859,movie,Dope,1914,1,0,0,0,Drama,actress
nm0088815,1,Wim Bloemendaal,0,tt0081976,0,tt0081976,movie,Achter glas,1981,0,0,1,0,Romance,actor
nm0091307,1,Jan de Boer,0,tt0081976,0,tt0081976,movie,Achter glas,1981,0,0,1,0,Romance,actor
nm0226636,1,Nol van Dijk,0,tt0081976,0,tt0081976,movie,Achter glas,1981,0,0,1,0,Romance,actor
nm0258979,1,Hans Erich,0,tt0081976,0,tt0081976,movie,Achter glas,1981,0,0,1,0,Romance,actor
nm0418060,1,Sacha Jansen,0,tt0081976,0,tt0081976,movie,Achter glas,1981,0,0,1,0,Romance,actor
nm0509709,0,Floortje van Lierop,1,tt0081976,0,tt0081976,movie,Achter glas,1981,0,0,1,0,Romance,actress
nm0089000,1,Adolf Blomstedt,0,tt0008672,0,tt0008672,movie,Thomas Graals bästa film,1917,0,1,0,0,Comedy,actor
nm0089344,0,Marjorie Blossom,1,tt0006253,0,tt0006253,movie,What Happened to Jones,1915,0,1,0,0,Comedy,actress
nm0090133,0,Marta Boada,1,tt0088966,0,tt0088966,movie,Crimen en familia,1985,0,0,0,1,Thriller,actress
nm1617319,1,Emiliano Uceda,0,tt0088966,0,tt0088966,movie,Crimen en familia,1985,0,0,0,1,Thriller,actor
nm1685931,1,Miguel González,0,tt0088966,0,tt0088966,movie,Crimen en familia,1985,0,0,0,1,Thriller,actor
nm1693166,1,Pedro Basante Pérez,0,tt0088966,0,tt0088966,movie,Crimen en familia,1985,0,0,0,1,Thriller,actor
nm0090606,0,Nadezhda Bochkova,1,tt0083145,0,tt0083145,movie,Zvezdopad,1981,0,0,1,0,Romance,actress
nm0698194,1,Maksim Prizov,0,tt0083145,0,tt0083145,movie,Zvezdopad,1981,0,0,1,0,Romance,actor
nm0090649,1,Frederick Bock,0,tt0004483,0,tt0004483,movie,The Port of Missing Men,1914,1,0,0,0,Drama,actor
nm5453544,1,Arthur Hale,0,tt0004483,0,tt0004483,movie,The Port of Missing Men,1914,1,0,0,0,Drama,actor
nm0092266,1,Peter Boileau,0,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actor
nm0203502,0,Tania Davidson,1,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actress
nm0208616,0,Liza de Goya,1,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actress
nm0209954,1,Alfonso de Luise,0,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actor
nm0491246,0,Lilian S. Laurent,1,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actress
nm0564747,0,Kary McCallum,1,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actress
nm0564773,0,Sherry McCallum,1,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actress
nm0785728,1,Aldo Sersale,0,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actor
nm0813118,1,Bruno B. Solitari,0,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actor
nm0937630,0,Suzanne Wolders,1,tt0095436,0,tt0095436,movie,Kemek,1970,0,0,0,1,Thriller,actress
nm0094110,0,Tatyana Bondaryova,1,tt0128542,0,tt0128542,movie,Sluchaynyy vals,1990,0,0,1,0,Romance,actress
nm0095099,1,Guy Bonny,0,tt0064478,0,tt0064478,movie,In Love with Dead,1969,0,0,0,1,Thriller,actor
nm0136815,1,Bernard Caremans,0,tt0064478,0,tt0064478,movie,In Love with Dead,1969,0,0,0,1,Thriller,actor
nm0280917,1,Robert Flahout,0,tt0064478,0,tt0064478,movie,In Love with Dead,1969,0,0,0,1,Thriller,actor
nm0563821,0,Leslie McNeil,1,tt0064478,0,tt0064478,movie,In Love with Dead,1969,0,0,0,1,Thriller,actress
nm0911249,0,Anne Wanty,1,tt0064478,0,tt0064478,movie,In Love with Dead,1969,0,0,0,1,Thriller,actress
nm0097266,1,Jean-Loup Borowicz,0,tt0079061,0,tt0079061,movie,Dolly il sesso biondo,1979,0,0,1,0,Romance,actor
nm0098314,0,Phyllis Bostwick,1,tt0003994,0,tt0003994,movie,Frou Frou,1914,1,0,0,0,Drama,actress
nm1282832,1,Paul De Valreas,0,tt0003994,0,tt0003994,movie,Frou Frou,1914,1,0,0,0,Drama,actor
nm0099104,1,Dion Boucicault Jr.,0,tt0009359,0,tt0009359,movie,Masks and Faces,1917,0,1,0,0,Comedy,actor
nm0410279,1,Henry S. Irving,0,tt0009359,0,tt0009359,movie,Masks and Faces,1917,0,1,0,0,Comedy,actor
nm0523274,1,C.M. Lowne,0,tt0009359,0,tt0009359,movie,Masks and Faces,1917,0,1,0,0,Comedy,actor
nm0842493,1,Lyall Swete,0,tt0009359,0,tt0009359,movie,Masks and Faces,1917,0,1,0,0,Comedy,actor
nm11904832,0,Lottie Venne,1,tt0009359,0,tt0009359,movie,Masks and Faces,1917,0,1,0,0,Comedy,actress
nm0099108,0,Rene Boucicault,1,tt0006809,0,tt0006809,movie,His Picture in the Papers,1916,0,1,0,0,Comedy,actress
nm0750516,0,Helena Rupport,1,tt0006809,0,tt0006809,movie,His Picture in the Papers,1916,0,1,0,0,Comedy,actress
nm0099897,1,Eric Bourgeois,0,tt0116742,0,tt0116742,movie,Der kalte Finger,1996,0,0,0,1,Thriller,actor
nm0244743,1,Nikolas Dutch,0,tt0116742,0,tt0116742,movie,Der kalte Finger,1996,0,0,0,1,Thriller,actor
nm0472868,0,Norma Kruse,1,tt0116742,0,tt0116742,movie,Der kalte Finger,1996,0,0,0,1,Thriller,actress
nm0576684,0,Henrika Meier,1,tt0116742,0,tt0116742,movie,Der kalte Finger,1996,0,0,0,1,Thriller,actress
nm0627058,1,Hans Peter Neumann,0,tt0116742,0,tt0116742,movie,Der kalte Finger,1996,0,0,0,1,Thriller,actor
nm0698243,0,Frauke Probst,1,tt0116742,0,tt0116742,movie,Der kalte Finger,1996,0,0,0,1,Thriller,actress
nm0849790,1,Rasit Tanriverdi,0,tt0116742,0,tt0116742,movie,Der kalte Finger,1996,0,0,0,1,Thriller,actor
nm0100970,1,Jake Bower,0,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actor
nm0120535,0,Rina Bunning,1,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actress
nm0146788,0,Ana Lucia Cavalieri,1,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actress
nm0237613,1,Sergio Dreux,0,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actor
nm0244836,1,Waldir R. Dutra,0,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actor
nm0256627,0,Christina Emos,1,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actress
nm0412484,0,Laura Ivy,1,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actress
nm0587707,0,Valerie Millar,1,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actress
nm0684272,1,Carlos Pini,0,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actor
nm0686077,1,Eduardo Piva,0,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actor
nm0695035,1,Manoel Prado,0,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actor
nm0695486,1,Jose Antonio Pratt,0,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actor
nm0751107,1,Dennis Russell,0,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actor
nm0764053,0,Edith Santos,1,tt0106731,0,tt0106731,movie,Discretion Assured,1994,0,0,0,1,Thriller,actress
nm0101505,1,Osman Box,0,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actor
nm0225993,1,Renato Diekmann-Laurenti,0,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actor
nm0352642,1,Arthur Haddad,0,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actor
nm0465444,1,Laszlo Kontur,0,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actor
nm0465843,0,Iris Kopp,1,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actress
nm0603124,1,Sepp Morasch,0,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actor
nm0623878,0,Silvia Nebeter,1,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actress
nm0649202,1,Peter Oppenheimer,0,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actor
nm0679498,1,Hans Pfitzinger,0,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actor
nm0689524,1,Heiner Pollat,0,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actor
nm0778227,0,Tina Schönhof,1,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actress
nm0782397,1,Hans Seidenabel,0,tt0088181,0,tt0088181,movie,Die Story,1984,0,0,0,1,Thriller,actor
nm0101851,0,Marguerite Boyd,1,tt0006104,0,tt0006104,movie,Stop Thief!,1915,0,1,0,0,Comedy,actress
nm0102235,1,Francis J. Boyle,0,tt0005091,0,tt0005091,movie,The Chocolate Soldier,1914,0,1,0,0,Comedy,actor
nm0766885,0,Lucille Saunders,1,tt0005091,0,tt0005091,movie,The Chocolate Soldier,1914,0,1,0,0,Comedy,actress
nm0848185,1,George Tallman,0,tt0005091,0,tt0005091,movie,The Chocolate Soldier,1914,0,1,0,0,Comedy,actor
nm0948782,0,Alice Yorke,1,tt0005091,0,tt0005091,movie,The Chocolate Soldier,1914,0,1,0,0,Comedy,actress
nm0103931,1,James Bragington,0,tt0004651,0,tt0004651,movie,A Study in Scarlet,1914,1,0,0,0,Drama,actor
nm0104675,0,Olga Brandini,1,tt0002445,0,tt0002445,movie,Quo Vadis?,1913,1,0,0,0,Drama,actress
nm0107017,1,Karel Brejska,0,tt0006769,0,tt0006769,movie,Zlaté srdécko,1916,0,1,0,0,Comedy,actor
nm0689548,0,Stanislava Pollertová,1,tt0006769,0,tt0006769,movie,Zlaté srdécko,1916,0,1,0,0,Comedy,actress
nm0771180,1,Jirí Scheuba,0,tt0006769,0,tt0006769,movie,Zlaté srdécko,1916,0,1,0,0,Comedy,actor
nm0107408,1,Steve Brennan,0,tt0070351,0,tt0070351,movie,The MacKintosh Man,1973,0,0,0,1,Thriller,actor
nm0145135,0,Marcelle Castillo,1,tt0070351,0,tt0070351,movie,The MacKintosh Man,1973,0,0,0,1,Thriller,actress
nm0108212,1,Ray Brewer,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0178355,1,Ronnie Cooper,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0194447,1,Edward Czerniuk,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0281287,1,Herbert Flato,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0297265,1,Milton Fuchs,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0319418,0,Janice Gilmain,1,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actress
nm0344698,1,Nicolai Grushko,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0395112,1,John Horner,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0493717,0,Vladovia Lazareff,1,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actress
nm0665960,1,Frank Patrinostrow,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0820537,1,Phillip St. George,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0876844,1,James Tura,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm2960598,1,Robert Reeh,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm3173947,1,Richard Downs,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm3174697,1,William Osborn,0,tt0055380,0,tt0055380,movie,Rocket Attack U.S.A.,1960,0,0,0,1,Thriller,actor
nm0108423,1,Rick Brian,0,tt0106706,0,tt0106706,movie,Desire,1993,0,0,0,1,Thriller,actor
nm0359970,1,Mitchell R. Hankin,0,tt0106706,0,tt0106706,movie,Desire,1993,0,0,0,1,Thriller,actor
nm0543027,0,Zoe L. Mann,1,tt0106706,0,tt0106706,movie,Desire,1993,0,0,0,1,Thriller,actress
nm0789838,0,Lee Ann Shaw,1,tt0106706,0,tt0106706,movie,Desire,1993,0,0,0,1,Thriller,actress
nm0867887,1,Laurel Torczon,0,tt0106706,0,tt0106706,movie,Desire,1993,0,0,0,1,Thriller,actor
nm0109069,1,Newell Briggs,0,tt0107090,0,tt0107090,movie,Hear No Evil,1993,0,0,0,1,Thriller,actor
nm0168461,0,Pat Codekas,1,tt0107090,0,tt0107090,movie,Hear No Evil,1993,0,0,0,1,Thriller,actress
nm0199968,1,James Daniels,0,tt0107090,0,tt0107090,movie,Hear No Evil,1993,0,0,0,1,Thriller,actor
nm0337026,1,Ron Graybeal,0,tt0107090,0,tt0107090,movie,Hear No Evil,1993,0,0,0,1,Thriller,actor
nm0446626,1,Mahon Kelly,0,tt0107090,0,tt0107090,movie,Hear No Evil,1993,0,0,0,1,Thriller,actor
nm0455457,0,Candice Kingrey,1,tt0107090,0,tt0107090,movie,Hear No Evil,1993,0,0,0,1,Thriller,actress
nm0526901,1,Clay Luper,0,tt0107090,0,tt0107090,movie,Hear No Evil,1993,0,0,0,1,Thriller,actor
nm0864951,0,Mary Sue Tobin,1,tt0107090,0,tt0107090,movie,Hear No Evil,1993,0,0,0,1,Thriller,actress
nm0912776,1,Craig Warren,0,tt0107090,0,tt0107090,movie,Hear No Evil,1993,0,0,0,1,Thriller,actor
nm0109618,0,Pam Brinkley,1,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actress
nm0198269,0,Dee Dalton,1,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actress
nm0256233,1,Lahoma Emerson,0,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actor
nm0323880,1,Bob Goddnough,0,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actor
nm0766405,0,Stephanie Satterfield,1,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actress
nm0832070,1,Monte Stone,0,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actor
nm0841855,1,Edward I. Swanson,0,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actor
nm0910368,0,Shari Lee Walters,1,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actress
nm0922807,1,Rob Westlake,0,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actor
nm0926115,0,Karen Whitlow,1,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actress
nm2279323,1,Scott London,0,tt0103835,0,tt0103835,movie,Blind Vision,1992,0,0,0,1,Thriller,actor
