,0
0258134,Robert Ensminger
0223127,Elmer Dewey
0887714,Ernest Van Pelt
0330049,Bruce Gordon
0008315,The Moral Code
0386893,Walter Hitchcock
0357847,Florence Hamilton
0015495,Who Is the Man?
0838820,Walter Summers
0000024,John Gielgud
0218787,Hugh Dempster
0011474,The Mollycoddle
0122829,Paul Burns
0400822,Morris Hughes
0386146,Lewis Hippe
1654883,Fredericka Hawks
0247083,Eagle Eye
0012325,It Isn't Being Done This Season
0016537,"Wild, Wild Susan"
0437330,Jack Kane
0390119,Helen Holcombe
0575427,Russell G. Medcraft
0009129,The Great Game
0170863,A.E. Coleby
0920115,Billy Wells
0235041,Ernest A. Douglas
0629516,Henry Nicholls-Bates
0545595,Eve Marchew
0014370,Potash and Perlmutter
0046082,Clarence G. Badger
0330653,Vera Gordon
0840102,Hope Sutherland
0600547,De Sacia Mooers
0463335,Lee Kohlmar
0232743,Leo Donnelly
0016226,The Plastic Age
0445229,Donald Keith
0249777,J. Gordon Edwards Jr.
0250679,Jack Egan
0254381,Bill Elliott
0601816,Roger Moore
0743313,Churchill Ross
0884905,Felix Valle
0009617,The Silent Mystery
0285643,Francis Ford
0309460,Mae Gaston
0038639,Jerome Ash
0285831,Philip Ford
0285633,Elsie Van Name
0884545,Olive Valerie
0911567,Hap Ward
0313906,Peter Gerald
1163528,Lionel Bradshaw
0016604,The Beautiful Blue Danube
0954673,Frederic Zelnik
0544720,Lya Mara
0893952,Ernö Verebes
0470382,Arthur Kraußneck
2351520,Max Leffler
0007467,The Tongues of Men
0171887,Constance Collier
0120762,Betty Burbridge
0425592,Lamar Johnstone
0549077,Helen Marlborough
0550178,Charles Marriott
0004267,Love Never Dies
0163886,Dorothy Clark
0476259,Maurice L. Kusell
0010302,Irrungen
0081288,Rudolf Biebrach
0222074,Ernst Deutsch
0194487,Gustav Czimeg
1794527,Gerd Bergener
0664825,Paul Passarge
0012100,The Deceiver
0600580,Lewis H. Moomaw
0227089,William Dills
0005887,The Period of the Jew
0859690,Boris Thomashefsky
0014496,Soul of the Beast
1275483,Oscar the Elephant
0014782,Code of the Sea
0032221,Sam Appel
6122052,Jessie Braidwood
0007274,Rose of the South
0185499,Arthur Cozine
0336667,Gordon Gray
0015591,Back to Life
0072117,Whitman Bennett
0262761,Frankie Evans
0016708,A Captain's Courage
0247230,Eddie Earl
0376464,Jack Henderson
0016967,High Steppers
0003123,Dolores del Rio
0136892,Rita Carewe
0615084,John T. Murray
0013132,Flames of Passion
0185714,William James Craft
0600481,Harry Moody
0926095,Frank Whitlock
0030665,Laura Anson
0798829,Karl Silvera
0007643,The Antics of Ann
0357219,Harry Ham
0335749,Charlotte Granville
0015074,Little Robinson Crusoe
0639469,Daniel J. O'Brien
0092665,Eddie Boland
0425903,Noble Johnson
0607142,Florence Morrison
0003890,The Escape
0863863,Fay Tincher
6592254,Evelyn Bird
0287792,Edna Foster
0484645,Lew Landers
0005541,In the Palace of the King
0871311,Richard Travers
0352445,Arline Hackett
0249237,Lewis Edgard
0237682,Lillian Drew
0830410,Charles J. Stine
0010564,Pettigrew's Girl
0016029,The Little Colonel
0000073,Shirley Temple
0892867,Evelyn Venable
0517099,John Lodge
0732408,Bill Robinson
0085782,Sidney Blackmer
0153679,Stephen Chase
0201227,Frank Darien
0567408,Hattie McDaniel
0930645,Geneva Williams
0413284,Avonne Jackson
0693450,Nyanza Potts
1473112,Rolland Hamblen
0358688,Frank Hammond
0445519,Thomas Kellard
0574707,Paul McVey
0602100,Bert Moorhouse
0639495,Dave O'Brien
0751298,Loretta Russell
0833340,Harry Strang
10735846,Cece Swanson
0933161,Charles C. Wilson
0010505,Never Say Quit
0228826,Florence Dixon
0414409,Frank Jacobs
0533015,Joseph P. Mack
0005604,The Last Chapter
0367014,Ruth Hartman
0790596,John Sheehan
0734924,Victor Rodman
5231915,William Benton
0449516,Henry Kernan
0011294,The Swallow and the Titmouse
0217144,Maguy Deliac
0017310,Pierre Alcover
0712416,Louis Ravet
1334895,Jane Maylianes
0219685,Georges Denola
0016542,Wings of Youth
0363223,Marion Harlan
0016081,The Man in Blue
0480676,Edward Laemmle
0604720,Jack Morgan
0013840,As a Man Lives
0942191,Alfred E. Wright
0069340,Tiny Belmont
0840287,Charles Sutton
0005409,The Grandee's Ring
0908672,Helene Wallace
0016929,The Golden Web
0485943,Walter Lang
0370787,Nora Hayden
0189360,Syd Crossley
0325448,Joseph A. Golden
0825225,Julius Steger
0716982,Marie Reichardt
0260705,Fred Esmelton
0012183,The Foolish Matrons
0543342,Mildred Manning
0580566,Charles Meredith
0008893,Blue-Eyed Mary
0870522,Helen Tracy
0385638,Blanche Hines
0266444,Thomas F. Fallon
0038700,Florence Ashbrooke
0008370,North of Fifty-Three
0236205,Rex Downs
0009429,No Man's Land
0011120,Don Juan Manuel
0144951,Enrique Castilla
0181548,Ladislao Cortés
1508547,Josefina Calvo
0184234,Enrique Couto
1504929,Alfredo Macias
0539227,Josefina Maldonado
0675837,Francisco Pesado
1071753,Josefina Segarra
1070516,Rutila Urriola
0012976,Broad Daylight
0382106,Ben Hewlett
0006864,Intolerance
0533617,Julia Mackley
0565187,John P. McCarthy
0902876,Erich von Ritzau
0114914,William H. Brown
0933805,Margery Wilson
0071758,Frank Bennett
0396635,Chandler House
0656425,Alfred Paget
1188001,Morris Levy
1578764,John Bragdon
0113954,Karl Brown
1578790,James Burns
0157509,Hazel Childers
1188938,Lotta Clifton
0192757,James Curley
0201403,Ruth Darling
1178392,The Denishawn Dancers
0394389,DeWolf Hopper Sr.
1577846,George James
1190028,Martin Landry
0492486,Robert Lawler
1577902,Arthur Meyer
0595306,Felix Modjeska
0600752,Margaret Mooney
0705534,Mazie Radford
1579394,Louis Ritz
1190864,Louis Romaine
0779240,Howard Scott
0790084,Ted Shawn
1192067,Ah Singh
1191075,Ranji Singh
0820515,Ruth St. Denis
0839992,Herbert Sutch
0002504,Herbert Beerbohm Tree
1191373,Charles Van Courtlandt
0920384,Raymond Wells
0923030,Winifred Westover
1171246,Grace Wilson
0012657,The Sea Lion
0015568,Amapola
0554669,José Martín
0661113,Luis Pardo
0403709,Alfredo Hurtado
0626230,Zaida Nerina
0012831,What's Worth While?
0422012,Mona Lisa
0129894,Louis Calhern
0013343,Luffar-Petter
0104868,Anna Brandt
0166281,Agnes Clementsson
0198194,Valdemar Dalquist
0344868,Mary Gräber
1572004,Adolf Hultgran
0489195,Helmer Larsson
0648035,Carl F. Olsson
1344148,Oscar Rudin
0753368,Tyra Ryman
0955189,Iréne Zetterberg
0016087,The Manicure Girl
0357894,Hale Hamilton
0014469,The Silent Command
0568364,Gordon McEdward
0044858,Theodore Babcock
0444736,Roger Keene
0854374,Alma Tell
0552283,Florence Martin
0422408,Betty Jewel
0284128,Elizabeth Foley
0016598,Aloma of the South Seas
0336660,Gilda Gray
0120706,Michelette Burani
0301319,Ernestine Gaines
0161973,Aurelio Coccia
0014138,Homeward Bound
0818002,Katherine Spencer
0016900,Forbidden Waters
0006196,Under Southern Skies
0123887,A.H. Busby
0373980,William Heidloff
0601587,Mary Moore
0805485,Nellie Slattery
2770498,Margaret Wall
0918646,Marie Weirman
0010673,Sealed Hearts
0455514,Ethel Kingsley
0613786,Frank Murdock
0717967,Helen Reinecke
0371287,William T. Hayes
0010092,Everybody's Business
0009121,The Golden Wall
0500383,Winifred Leighton
0179107,Attilio Corbell
0184422,Florence Coventry
0211148,Louise de Rigney
0013229,Her Gilded Cage
0014769,Cheap Kisses
0851121,Cullen Tate
0616762,Kathleen Myers
0208671,Sidney De Gray
0014021,Enemies of Women
0109469,Jeanne Brindeau
0513103,Ivan Linow
1215766,Evelyn Arnold
1215767,Maxina Arnold
0077519,Constance Berry
1215931,Arline Booth
0154850,America Chedister
1216282,Dorothy Dinsmore
0241669,Margaret Dumont
1216335,Annette Earle
0330858,Lou Gorey
2188071,Hannelore
1216657,Salzedo Harpists
1219062,Beatrice Keen
1217045,Joan Le Monte
0533595,Mary Mackintosh
1219126,Marion Moorehouse
1217396,Polly Nally
1217405,Mademoiselle Narcita
1217511,Mae Opreska
1217710,Peggy Raymond
11914110,Jessie Reed
1217762,Addie Rolf
0767351,Nellie Savage
0791370,Marie Shelton
0829425,Helen Stewart
0894732,Vivian Vernon
0923716,Edna Wheaton
1218305,Virginia Whitehead
0010481,The Moonshine Trail
0747812,Slim Rube
0834983,Jay Strong
0723421,Fanny Rice
0085863,Charles Stuart Blackton
0385252,Frank Hilton
0085872,Violet Virginia Blackton
0015249,The Price of a Party
0352888,Fred Hadley
0725093,Edna Richmond
0489555,Donald Lashey
0724537,Florence Richardson
0071802,J. Moy Bennett
15057223,Ward Fox
0524402,Claire Luce
0611348,Esther Muir
0009780,The Way of an Eagle
0760547,G.B. Samuelson
0064508,Alexander Butler
0324784,Odette Goimbault
0016477,The Unwritten Law
0011320,The Husband Hunter
0244340,Fred W. Durrant
0356283,C.M. Hallard
0864452,Madge Titheradge
0721978,Tom Reynolds
0199338,Reginald Dane
0011923,Love of Perdition
0433757,Brunilde Júdice
0336179,Irene Grave
0227721,Samuel Dinis
0747744,Alfredo Ruas
1961170,Luis Leitão
0142352,Maria Judice da Costa
0012087,Dangerous Lies
1516445,Daisy Sloane
0007754,Brottmålsdomaren
0459319,Georg af Klercker
0088382,Georg Blickingberg
0405503,Olga Hällgren
0761320,Olof Sandborg
0016657,Blarney
0011583,The Point of View
0403154,Hugh Huntley
0065104,Cornish Beck
0015217,The Passionate Adventure
0194031,Graham Cutts
0013676,Tiefland
0508985,Adolf E. Licho
2838697,Juan Andrea
0029806,Martha Angerstein-Licho
0092128,Michael Bohnen
2840950,Cecilie Denyse
0361040,Paul Hansen
0675100,Ida Perry
0827905,Hans Sternberg
0007111,A Night of Horror
0733208,Arthur Robison
0477812,Lorenz Köhler
0585785,Hans Mierendorff
0843409,Lu Synd
0003870,Judge Not
0253307,Nils Elffors
0013154,French Heels
0005339,A Fool There Was
0294289,Mabel Frenyear
0301888,Minna Gale
0015427,The Trail of the Law
0125775,Charles Byer
0009142,He Comes Up Smiling
0006028,The Seventh Noon
0322544,Ernest Glendinning
0013306,The Lavender Bath Lady
0935614,Mary Winston
0521115,Harry Lorraine
0015969,"Karl XII, del II"
0211553,Nicolai De Seversky
0511342,Augusta Lindberg
0246911,Tyra Dörum
0160385,Thor Christiernsson
2600848,Nika de Seversky
2638595,Paul Lane
0595361,Thor Modéen
0920792,Rudolf Wendbladh
0008148,Jim Bludso
0642649,James O'Shea
2334162,Al Joy
3006038,Baby Spofford
0007778,Castles for Two
0814887,Harriet Sorenson
0413718,Julia Jackson
0590101,Marie Mills
0016646,Beverly of Graustark
2145586,Lou Duello
11059217,Edward Scarpa
0012233,The Good-Bad Wife
0212240,Chester M. De Vonde
0566395,Vera McCord
0497914,Moe Lee
0218757,Pauline Dempsey
0429839,Beatrice Jordan
0002642,The Heir to Skjoldborg
0021224,Gyda Aller
0159780,Georg Christensen
11189766,Doris Johannessen
5235064,Carl Knudsen
0499674,Bernhard Lehmann
1981297,Albert Price
1437421,Frederik Schack-Jensen
1979372,Hans Starck
0826661,Per Stensgaard
0835591,Axel Strøm
0850556,Gerda Tarnow
1846300,August Wehmer
0013776,Wolf Law
0936573,Paul Wismer
0013152,Women's Sacrifice
0060168,Albert Bassermann
0459895,Edgar Klitzsch
0004706,The Tigress
0003084,The Lotus Dancer
0008259,The Man Without a Country
0397282,Ernest Howard
0793267,Wilbert Shields
0010395,The Love Hunger
0247358,William P.S. Earle
0354847,Allene Hale
0088285,Billy Bletcher
0650607,Stanley Orr
0013203,The Great Alone
0173461,James Colwell
0413045,Jacques Jaccard
0492358,Maria Draga
0905729,George Waggner
0012861,The Woman Untamed
0014298,Mulheres da Beira
0526972,Rino Lupo
0764215,Mário Santos
0549779,Rafael Marques
1400289,Celeste Ruth
1277332,Marina Santos
0012963,The Bootlegger's Daughter
0816147,Virginia Southern
0014478,Six Days
0355568,Evelyn Walsh Hall
0007328,Shadows and Sunshine
0661165,Leon Pardue
0001440,Valdemar Sejr
0375839,Gunnar Helsengreen
0064953,Philip Bech
0085066,Aage Bjørnbak
1434907,Ragnhild Christensen
0332028,Ellen Gottschalch
0539049,Peter Malberg
0630641,Marie Niedermann
0723663,Johannes Rich
0723668,Karen Rich
0013993,Does It Pay?
0677907,Walter Petri
0312707,Pierre Gendron
0010781,The Tiger's Trail
0835015,Mark Strong
0910216,Easter Walters
0651627,Bud Osborne
0752465,Chet Ryan
0010397,Love Is Love
0010823,The Unknown Quantity
0118601,F.R. Buckley
0014215,Lost in a Big City
0523097,John Lowell
0911391,Baby Ivy Ward
0751138,Evangeline Russell
0445507,Edgar Keller
0355129,Whitney Haley
0732281,Charles A. Robins
0680500,Jimmy Phillips
0533138,Charles Mackay
0588806,Leota Miller
0012494,Destiny
0000485,Fritz Lang
0418079,Walter Janssen
1717198,Karl Rückert
0655063,Erich Pabst
0679433,Max Pfeiffer
0693043,Lydia Potechina
0881322,Erika Unruh
0459030,Rudolf Klein-Rogge
0667406,Edgar Pauly
0111047,Louis Brody
3054866,Paul Neumann
2437808,Hellmuth Hiemstra
0499822,Loisia Lehnert
0627146,Neumann-Schüler
0754084,Ernst Rückert
0936570,Marie Wismar
0005639,Little Sunset
0013417,My American Wife
0195551,Jacques D'Auray
0881022,Loyal Underwood
0484355,Mary Land
0014151,In the Palace of the King
0167320,H.N. Clugston
0330912,Charles Gorham
0685655,Jack Pitcairn
0827491,Bruce Sterling
0426208,Seessel Anne Johnson
0004728,Trilby
0083596,Viva Birkett
0842736,Ian Swinley
0580882,Philip Merivale
0724019,Cicely Richards
0003171,Moths
0551361,Lawrence Marston
0269863,Maude Fealy
0551365,Mrs. Lawrence Marston
0009518,Private Peat
0669462,Harold R. Peat
0288238,Miriam Fouche
0814825,William Sorelle
0335385,Edwin J. Grant
0005746,The Millionaire Baby
0359464,Frederick Hand
0551364,Mrs. A.C. Marston
0582284,Harry Mestayer
0796515,Charles Siddon
0792841,Robert Sherwood
0009807,The Wife He Bought
0186232,Howard Crampton
0793479,S.K. Shilling
0009665,A Successful Adventure
0291438,Harry L. Franklin
0125989,Anthony Byrd
0823582,Phoebe Starr
0649160,Howard Oppenheim
0396862,Lionel Houston
0615618,Dion Muse
0015170,Never Say Die
0188701,George Crone
0487027,André Lanoy
0012835,When We Were 21
0012557,The Passionate Friends
0884693,Valia
0713495,Fred Raynham
0016832,Exit Smiling
0510389,Beatrice Lillie
0392669,Tenen Holtz
0659427,Franklin Pangborn
0180967,D'Arcy Corrigan
0296859,Dwight Frye
0401796,Jimmy Humes
4838245,Kenneth McMillan
0573333,Terence McMillan
0724001,Carl Richards
0937579,Dorothea Wolbert
0008969,The Clutch of Circumstance
0378669,David Herblin
0014474,Single Handed
0275928,Elinor Field
0824700,William Steele
0942611,Mack V. Wright
0614146,Charles Murphy
0012636,The Rough Diamond
0430187,Sid Jordan
0010420,The Man Who Forgot
0460939,James Knight
0898390,Marjorie Villis
0240100,Bernard Dudley
0098993,Evelyn Boucher
0533656,Mowbray Macks
0006846,Idle Wives
0039981,Pauline Aster
0559958,Cecilia Matthews
0314138,Neva Gerber
0013451,Omar the Tentmaker
0692826,Guy Bates Post
0369065,Will Jim Hatton
0340819,John Gribner
0925644,Felix Whitefeather
0016078,The Man Without a Country
0694534,Francis Powers
0082473,George A. Billings
0012189,The Four Feathers
0686421,René Plaissetty
0557183,Mary Massart
0292252,Tony Fraser
0257671,Robert English
0941678,Harry Worth
0615139,M. Gray Murray
0192078,C.W. Cundell
0515193,Roger Livesey
0013450,Oliver Twist
0871613,Edouard Trebaol
0015784,Eve's Secret
11932443,E. La Croix Du Duit
0010593,The Prodigal Liar
0016244,The Pride of the Force
0009743,Under Suspicion
0124279,Francis X. Bushman
0011758,The Texan
0159643,Pat Chrisman
0004829,The Wolf
0374670,Mart Heisey
0728554,Edith Ritchie
0242558,Eleanor Dunn
0004384,The Naked Truth
0303120,Carmine Gallone
0096330,Lyda Borelli
0681441,Lamberto Picasso
0684960,Ugo Piperno
0135304,Wanda Capodaglio
0135303,Ruggero Capodaglio
0013909,Cameo Kirby
0000795,Jean Arthur
0048448,Frank Baker
0562770,Ken Maynard
0009333,Maid o' the Storm
0205207,Myra Davis
0018335,Clifford Alexander
0014858,Dynamite Smith
0461424,Ethelbert Knott
0014701,The Battling Orioles
0347451,Fred Guiol
0928514,Ted Wilde
0874497,Glenn Tryon
0576373,Blanche Mehaffey
0048417,Eddie Baker
0167782,Joe Cobb
0174393,Jackie Condon
0938373,'Tonnage' Martin Wolfkeil
0012268,Her Face Value
0934922,Ah Wing
0015684,The Circle
0104002,Frank Braidwood
0323381,Derek Glynne
0016627,Bardelys the Magnificent
0523893,Arthur Lubin
0544981,Joe Smith Marba
0182579,Lou Costello
0006016,The Second in Command
0101413,William Bowman
0601556,Marcia Moore
0006263,When Shadows Fall
0006557,The Crisis
0811519,Matt Snyder
0237069,Sam D. Drane
0811459,George Snyder
0337847,Frank Green
0483102,Cora Lambert
11033082,William Alexander Montgomery
11045465,Percy Scannan
0015403,Those Who Dance
0568348,W.S. McDunnough
0193716,Clair Cushman
0005362,From Shopgirl to Duchess
0801320,Hilda Sims
0262788,Gertrude Evans
1047414,Jack Webster
0676621,Pauline Peters
0007192,The Plow Girl
0008350,The Mysterious Mr. Tiller
0383279,William Higby
0009428,Nine-Tenths of the Law
0562296,Jimsy Maye
0291274,Julius Frankenburg
0787266,Molly Shafer
0013815,The Acquittal
0002978,Hoodman Blind
0366609,Betty Harte
0057482,Herbert Barrington
0835871,Violet Stuart
0358677,Dorothy Hammond
0010124,The Fighting Roosevelts
0634717,Francis J. Noonan
0103492,Herbert Bradshaw
0012078,The Crimson Cross
0263517,George Everett
0356690,William E. Hallman
0163660,Archie Clark
0012192,Mrs. Dane's Confession
0296937,Alphons Fryland
0872519,Otto Treßler
0209817,Harry De Loon
0902621,Kurt von Lessen
0758650,Count Ludi Salm
0017001,The Isle of Retribution
0013101,Enter Madame
0222369,Ora Devereaux
0710233,Arthur Rankin
0761811,Mary Jane Sanderson
0007212,The Price of Power
0425919,Orrin Johnson
0016921,Gigolo
0096128,Eddie Borden
0284434,Artye Folz
0551536,Alphonse Martell
0729480,Julian Rivero
0013344,Luise Millerin
0296193,Carl Froelich
1507385,Edith Walker
0006473,The Bruiser
0058792,Charles Bartlett
0607273,Pete Morrison
0285996,Al Fordyce
0414400,Eric Jacobs
0014291,Monna Vanna
0251456,Richard Eichberg
0675160,Lee Parry
0403377,Hans Trautner
0708147,Emil Rameau
0688353,Max Pohl
0956661,Toni Zimmerer
0280766,Olaf Fjord
8555384,Manfred Bühlmann
0003740,Cabiria
0665163,Giovanni Pastrone
0146028,Carolina Catena
0702894,Lidia Quaranta
0544842,Teresa Marangoni
0856422,Dante Testa
0610618,Umberto Mozzato
0224122,Raffaele di Napoli
0889527,Emilio Vardannes
0202688,Edoardo Davesnes
0021935,Italia Almirante-Manzini
0076131,Alex Bernard
0155080,Luigi Chellini
0312553,Enrico Gemelli
0526921,Ignazio Lupi
0274079,Giuseppe Ferrari
0303122,Soava Gallone
0303742,Domenico Gambino
0579618,Pina Menichelli
0591622,Felice Minotti
0615923,Amedeo Mustacchi
0771998,Fido Schirru
0005800,The Nation's Peril
0199993,Josephus Daniels
7302691,Frank Friday Fletcher
8095966,Henry Thomas Mayo
8095967,W.S. Sims
8095965,Cameron McRae Winslow
0002101,Cleopatra
0309130,Charles L. Gaskill
0306947,Helen Gardner
0276160,Miss Fielding
0733482,Miss Robson
0182557,Helene Costello
1950505,Charles Sindelar
0397513,Mr. Howard
0906610,James R. Waite
0651716,Mr. Osborne
0461524,Harry Knowles
0666930,Mr. Paul
0103697,Mr. Brady
0179917,Mr. Corker
0935805,Miss Winter
0007769,Camille
0924834,Glen White
0301817,Alice Gale
0007972,De forældreløse
0528064,Peter Lykke-Seest
0528062,Esben Lykke-Seest
0361483,Lullu Hansteen
0348998,Oscar Gustafson
0373203,Hans Hedemark
0055052,Arthur Barking
0583228,Karin Meyer
0381753,Turid Hetland
0004627,The Spirit of the Poppy
0533158,Edward MacKay
0741246,Anna Rose
0013705,Trapped by the Mormons
0662840,Harry B. Parkinson
0932588,Louis Willoughby
0564008,Ward McAllister
0806058,Olive Sloane
0943964,George Wynn
0013254,Hungry Hearts
0741022,Rosa Rosanova
0774964,Millie Schottland
1766873,Abe Budin
0007596,The Yaqui
0173459,Goldie Colwell
0382712,Charles H. Hickman
0484971,Yona Landowska
0883583,Louis A. Valderna
0012083,Cupid's Brand
0887989,A.T. Van Sicklen
0010847,Virtuous Sinners
0940452,Eunice Woodruff
0009344,A Man's World
0828392,Emily Stevens
0736670,Vera Roger
0234085,Lucile Dorrington
0083099,Vinney Binns
2634517,Mignon Craig
0013107,Extra! Extra!
0940884,Gloria Woodthorpe
0907711,Edna Walker
0007246,The Rail Rider
0364226,A. Harrington
0008065,Hell Morgan's Girl
0012302,I Am Guilty
0009334,The Make-Believe Wife
0656380,Wray Page
0443310,Frances Kaye
0425240,Howard Johnson
0068197,F. Gatenbery Bell
0013763,Why Announce Your Marriage?
0082470,Florence Billings
0940405,Elizabeth Woodmere
0008962,The City of Dim Faces
0910930,James Wang
0454734,George King
0007654,At First Sight
0712033,Jules Raucourt
0116569,Julia Bruns
0512153,Nellie Lindrith
0125164,William J. Butler
0012353,Kipps
0713450,Christine Rayner
0861697,Norman Thorpe
0375737,Arthur Helmore
0041022,Miss Atterbury
0313979,Mr. Gerard
0053844,Mr. Barbour
0015020,Jack O'Clubs
5681967,Florence Lee
0829700,Noel Stewart
0007089,The Moment Before
0014417,The Wheel
0304098,Abel Gance
0336414,Gabriel de Gravone
0536252,Pierre Magnier
0786313,Séverin-Mars
0167087,Ivy Close
2244452,Géo Dugast
0005930,Princess Romanoff
0642042,Nance O'Neil
0076202,Dorothy Bernard
0007450,The Thoroughbred
0013874,Blinky
0431850,John Judd
0009103,The Ghost Flower
0504375,Naida Lessing
0009796,The Whispering Chorus
0528490,Walter Lynch
6590138,Charles F. Eyton
0009684,Tell It to the Marines
0319401,Arvid E. Gillstrom
0497651,Katherine Lee
0046705,Edward Bagley
0005745,The Mill on the Floss
0398462,Fanny Hoyt
0936212,Leo Wirth
1285054,Arthur Hauser
1283327,Isolde C. Illian
0016205,Paths to Paradise
0064303,Clem Beauchamp
0015816,Fighting the Flames
0012479,The Mother Heart
0118701,William Buckley
0253627,Peggy Elinor
0369037,Frances Hatton
0010392,The Love Auction
0531522,Gladys MacClure
0074063,Thurlow Bergen
0556640,Charles Mason
0013560,Rose o' the Sea
0010208,Harakiri
0560960,Meinhart Maur
0399557,Erner Huebsch
0433130,Käte Küster
0697303,Niels Prien
0373206,Herta Heden
