,0
0014321,North of Hudson Bay
0006731,Going Straight
0291387,Chester M. Franklin
0288612,Ninon Fovieri
0171904,Fern Collier
0359550,Ruth Handforth
0211329,'Baby' Carmen De Rue
0705379,Violet Radcliffe
0007435,Tennessee's Pardner
0911531,Fannie Ward
0212797,Jack Dean
0102908,Robert N. Bradbury
0665325,Lee Pate
0010907,The Wolf
0930504,Earle Williams
0163690,Beulah Clark
0012865,The Wonderful Year
0287593,Kenelm Foss
0044024,Randle Ayrton
0141655,Hubert Carter
0236963,Margot Drake
0397464,Lionelle Howard
0644054,Mary Odette
0930721,Gwen Williams
0015482,What Shall I Do?
0012317,John G. Adolfi
0366002,John Harron
0237571,Louise Dresser
0561870,Ann May
0567225,Ralph McCullough
0015648,Battleship Potemkin
0001178,Sergei Eisenstein
0031446,Aleksandr Antonov
0058290,Vladimir Barskiy
0017893,Grigoriy Aleksandrov
0090434,Ivan Bobrov
0327150,Mikhail Gomorov
0506298,Aleksandr Levshin
0689869,Nina Poltavtseva
1158915,Konstantin Feldman
1160085,Prokhorenko
1159058,A. Glauberman
0900063,Beatrice Vitoldi
1131834,Daniil Antonovich
0082003,Iona Biy-Brodskiy
0252078,Julia Eisenstein
0265785,Andrey Fayt
1159472,Korobey
1159689,Marusov
1160087,Protopopov
1160160,Repnikova
0881555,Vladimir Uralskiy
1160765,Zerenin
1874575,Aleksanteri Ahola-Valo
0010584,The Praise Agent
0426668,Jack W. Johnston
0295792,Lola Frink
0607253,Mrs. Priestly Morrison
0014212,Look Your Best
0016190,Orpha Alba
0582452,Earl Metcalfe
0014253,A Man of Action
0401405,Arthur Stuart Hull
0014382,Puritan Passions
0402824,Glenn Hunter
0000802,Mary Astor
0674019,Osgood Perkins
0384508,Maude Hill
0878520,Frank Tweed
0934423,Dwight Wiman
0150045,Thomas Chalmers
1260261,Elliott Cabot
0004842,Your Girl and Mine: A Woman Suffrage Play
0912844,Giles Warren
0943913,Olive Wyndham
0807732,Clara Smith
0377891,Katherine Henry
0731664,Walter Roberts
0922259,Mrs. Tony West
0828315,Charlotte Stevens
5454328,Ruth Grove
0502323,A. Francis Lenz
0095809,Sydney Booth
5455176,Margaret Collier
0789595,Anna Howard Shaw
1861813,Mrs. Medill McCormick
0542864,Louis Mann
0012217,The Girl from Nowhere
0699300,Louise Prussing
0829146,Al Stewart
0175875,Vera Conroy
0015072,Lily of the Dust
0118266,Dimitri Buchowetzki
0624470,Pola Negri
0341586,Raymond Griffith
0202266,Jeanette Daudet
9023155,Alan George
0011598,The Price of Redemption
0529313,Bert Lytell
0654262,Seena Owen
0534957,Cleo Madison
0828547,Landers Stevens
0208163,Rose Marie de Courelle
0015536,Accused
0376396,Dell Henderson
0198478,Marcella Daly
0216263,Charles Delaney
0013217,The Hands of Nara
0650086,Count John Orloff
0177999,Dulcie Cooper
0178010,Edward Cooper
0009649,The Square Deal
0424817,Constance Johnson
0920300,L.M. Wells
0942671,Nanine Wright
0006749,A Gutter Magdalene
0445508,Gertrude Kellar
0006435,The Black Sheep of the Family
0126420,Paul Byron
0192063,Mina Cunard
0354903,Florence Hale
0008845,Arizona
0662032,Albert Parker
0403165,Luray Huntley
0007658,Auld Robin Gray
0590694,Meyrick Milton
0123644,Langhorn Burton
0432481,Miss June
0731498,R.A. Roberts
0007905,The Evil Eye
0428268,J. Parks Jones
0197801,William Dale
0005553,The Iron Strain
0548402,Enid Markey
0322170,Louise Glaum
0247084,Nigura Eagle Feather
0328782,Joe Goodboy
0014049,The Flying Dutchman
0125228,Lawson Butt
0492403,Walter Law
0013976,Daughters of the Rich
0008913,Borrowed Clothes
0916665,Lois Weber
0744507,Helene Rosson
0009653,The Still Alarm
0116227,Fritzi Brunette
0006357,American Aristocracy
0209747,C.A. de Lima
0650961,Artie Ortego
0001195,Douglas Fairbanks Jr.
0012973,The Burning Soil
0460337,Eugen Klöpfer
0301146,Vladimir Gajdarov
0033357,Stella Arbenina
0002154,Alfred Abel
0226087,Grete Diercks
0905876,Elsa Wagner
0880946,Emilia Unda
0848067,Leonie Taliansky
0499000,Robert Leffler
0720979,Eugen Rex
0074908,Hellmuth Bergmann
0098774,Gustav Botz
0666006,Albert Patry
0290951,Harry Frank
0695279,Rolf Prasch
0076658,Hans Bernecker
0257406,Olga Engl
0830135,Magnus Stifter
0009937,Blind Husbands
0390345,Fay Holderness
0447726,Ruby Kendrick
0314599,Valerie Germonprez
0674741,Jack Perrin
0191947,Richard Cummings
0280607,Louis Fitzroy
0558918,Jack Mathis
0015631,Blue Blood
0242412,Scott R. Dunlap
0262616,Cecille Evans
0096130,Eugene Borden
0011419,"Love, Honor and Behave!"
0428059,F. Richard Jones
0591103,Charlotte Mineau
0035627,Billy Armstrong
0069327,Joseph Belmont
0781623,Sybil Seely
0227124,Elva Diltz
0247316,Frank Earle
0289295,Virginia Fox
0336648,George Gray
0640654,Garry O'Dell
6068812,Hal Haig Prieste
0857118,Eva Thatcher
0016169,När Bengt och Anders bytte hustrur
0019102,Thure Alfe
0950447,Carl-Ivar Ytterman
0032240,Karin Appelberg-Sandberg
0258149,Arvid Enström
0819451,Frida Sporrong
0781590,Paul Seelig
0013488,Peg o' My Heart
0852748,Laurette Taylor
0412420,Beth Ivins
0641720,Eileen O'Malley
8433231,Mike the Dog
0688181,Lon Poff
0016429,Thunder Mountain
0272059,Leslie Fenton
0912203,Natalie Warfield
0424719,Carmencita Johnson
0013873,The Bishop of the Ozarks
0288986,Finis Fox
0397508,Milford W. Howard
0390634,Cecil Holland
0448931,William Kenton
0011231,Mrs. Milo Adams
0578504,Rose Melville
0715441,George Reed
0010618,The Redhead
0537510,Charles Maigne
0253151,Charles Eldridge
0107989,May Brettone
0007514,Vice Versa
0734152,Charles Rock
0642148,Edward O'Neill
0014234,Maciste und die chinesische Truhe
0091380,Carl Boese
0656034,Bartolomeo Pagano
0298226,Elsie Fuller
0266234,Karl Falkenberg
0862816,Jakob Tiedtke
0728818,Gerhard Ritterband
2124662,Li Chun Di
0603639,Sybill Morel
1822346,Nien Tso Ling
0461348,Edwin H. Knopf
1355293,Grete Hollmann
0345436,Umberto Guarracino
0009813,Wild Youth
0400218,Louise Huff
0015659,Cabrita que tira al monte
0216941,Fernando Delgado
0016376,Antonio Alber
0034616,José Argüelles
0050758,José Ballester
0173732,María Comendador
0231706,Alfredo Domus
0592020,Soledad Miralles
0665090,Víctor Pastor
0673016,Francisco Pereda
0703554,Consuelo Quijano
0721253,Consuelo Reyes
0749659,Emilio Ruiz Santiago
0759225,Elena Salvador
0815016,Manuel Soriano
0012956,Bobbed Hair
0370351,Wanda Hawley
0898426,Margaret Vilmore
0137386,William P. Carleton
0446827,Robert Kelly
0014311,Nobody's Bride
0240159,Robert Dudley
0005454,Heart's Desire
0334918,Francis J. Grandon
0538082,Mario Majeroni
0215968,Jean Del Val
0196926,Helen Dahl
0836363,Eddie Sturgis
0011707,A Slave of Vanity
0292810,Pauline Frederick
0521893,Maude Louis
0420186,Daisy Jefferson
0006615,The Dupe
0717046,Frank Reicher
0568550,Veda McEvers
0016913,The Gay Deceiver
0009407,The House of Mirrors
0267922,Marshall Farnum
0650270,James Ormont
0589995,Frank Mills
0447180,Lillian Kemble-Cooper
8281491,Jack Curtis
0388209,Runa Hodges
0819793,Harry Spingler
0587329,Bliss Milford
0131718,Rudolph Cameron
0009448,One Thousand Dollars
0221204,Florence Deshon
0111016,Ann Brody
0012553,Partners of the Tide
0420203,L.V. Jefferson
0270245,Marion Feducha
0612001,Gordon Mullen
0588621,Joe Miller
0352873,Bert Hadley
0174385,Billy Condon
0012541,Pagan Love
0945501,Tôgô Yamamoto
0266745,Charles Fang
0003830,Detective Craig's Coup
0138272,Francis Carlyle
0822060,Jack Standing
0035187,Charles Arling
0012595,Proxies
0444404,Zena Keefe
0212916,Raye Dean
0188998,Jack Crosby
0263716,Paul Everton
0769851,Mrs. Schaffer
0012927,The Beauty Shop
0226992,Edward Dillon
0386879,Raymond Hitchcock
0888398,Billy B. Van
0179163,James J. Corbett
0265479,Madeline Fairbanks
0265480,Marion Fairbanks
0020447,Diana Allen
0008980,The Cross Bearer
0247074,Jeanne Eagels
0581050,Tony Merlo
0604679,George Morgan
0166079,Eloise Clement
0169003,Fanny Cogan
0801029,Henrietta Simpson
0015714,The Crackerjack
0385642,Charles Hines
0922096,Henry West
0010215,The Haunted Bedroom
0033668,Harry Archer
0030910,Joe Anthony
0013898,The Broken Wing
0612864,Ferdinand Munier
0721851,Marjorie Reynolds
0010885,Who's Your Brother?
0848064,Edith Taliaferro
0120755,Frank Burbeck
0016771,Coit Albertson
0287260,Herbert Fortier
0448018,Elizabeth Kennedy
0830936,Edith Stockton
0010644,The Rough Neck
0207764,George De Carlton
0586903,Robert Milasch
0016850,Cab No. 13
0198847,Lili Damita
0872465,Jack Trevor
0081510,Paul Biensfeldt
0830751,Valeska Stock
0656084,Sophie Pagay
0667152,Albert Paulig
0248125,Carl Ebert
0013513,O Primo Basílio
0170137,Amélia Rey Colaço
0207832,Raul de Carvalho
0239064,António Duarte
0599242,Robles Monteiro
0599372,Regina Montenegro
0684208,António Pinheiro
0684618,Ângela Pinto
0006269,When a Woman Loves
0012757,Thunderclap
0822801,Richard Stanton
0932428,Paul Willis
0581499,Violet Mersereau
0153705,Carol Chase
0568643,Walter McEwen
0564927,Thomas McCann
0013134,Flesh and Blood
0008241,Madame Du Barry
0000847,Theda Bara
4852616,Dorothy Drake
0174866,James Conly
0015532,The Adventures of Prince Achmed
0718201,Lotte Reiniger
0002569,Carl Koch
0009917,La belle Russe
0303823,Warburton Gamble
0829632,Marian Stewart
0444560,Robert Lee Keeling
0115142,Alice Wilson
0900330,Robert Vivian
0112696,Lewis Broughton
0013985,Desire
0498174,Rowland V. Lee
0101071,John Bowers
0404645,Lucille Hutton
0174682,Chester Conklin
0039276,Sylvia Ashton
0484642,Lars Landers
0010764,Theodora
0138251,Leopoldo Carlucci
0080697,Ferruccio Biancini
0560956,René Maupré
3190143,Emilia Rosini
0873732,Adolfo Trouché
0098700,Mariano Bottino
2489693,Guido Marciano
3191343,Marie Belfiore
3189116,Giovanni Motta
3190504,Leo Sorinello
3190086,G. Rosetti
2615496,Luigi Rinaldi
3190951,Alfredo
3190836,Alfredo Bertoncelli
3190491,Giuliano Gardini
3190333,François Renard
3189127,Pietro Ferrari
3190409,Alberto Belfiore
1325406,Lara Valerio
0017033,A Kiss for Cinderella
0111503,Betty Bronson
0707803,Esther Ralston
0895798,Henry Vibart
0801034,Ivan F. Simpson
0277411,Flora Finch
0107544,Juliet Brenon
0167566,Patty Coakley
0160054,Mary Christian
0353222,Edna Hagan
0056338,Barbara Barondess
0656105,Anita Page
0015255,Racing Luck
0713163,Herman C. Raymaker
0052217,Monty Banks
0291495,Martha Franklin
0594044,D. Mitsoras
0086430,William Blaisdell
0551870,Al Martin
0859823,Al Thompson
0137461,Edward Carlie
0768677,Scaduto
0010514,Nugget Nell
0765332,Regina Sarle
0281609,Bob Fleming
0157193,Emily Chichester
0014829,Daring Youth
0010977,Bachelor Apartments
0907885,Johnnie Walker
0394169,Georgia Hopkins
13190866,Frederick Howard
0243413,George Dupree
0120749,Zadee Burbank
1247370,George Reynolds
0269426,Edward M. Favor
0205402,Ruby Davis
0099479,Edward Boulden
0624005,Bernard Nedell
0010132,Flame of the Desert
0268125,Geraldine Farrar
0272392,Casson Ferguson
0363202,Macey Harlam
0229925,Miles Dobson
0244089,Louis Durham
0822743,Eli Stanton
0014964,Hadda Padda
0436478,Guðmundur Kamban
0582544,Svend Methling
0641045,Alice O'Fredericks
0690702,Clara Pontoppidan
0737485,Poul Rohde
2517399,Ingeborg Sigurjonsson
0012287,Hold Your Horses
0394399,E. Mason Hopper
0830475,Mortimer E. Stinson
0014742,Sidney Ainsworth
0013604,Singed Wings
0822414,Penrhyn Stanlaws
0874364,Mabel Trunnelle
0016727,Christine of the Big Tops
0562845,Archie Mayo
0484812,Cullen Landis
0336344,Robert Graves
0254502,John Elliott
0634689,Betty Noon
0013140,Foolish Wives
0160129,Rudolph Christians
0689748,Malvina Polo
0020336,C.J. Allen
0256181,Agnes Emerson
0448811,Mrs. Kent
1572679,Mme. Kopetzky
0639444,William H. O'Brien
0717917,Edward Reinach
0916195,Louis K. Webb
0013679,Tillie
0882160,Frank Urson
0871637,Marie Trebaol
0010485,Virginia Adair
0006729,God's Crucible
0598767,Fred Montague
0341512,Harry Griffith
0010926,A Yankee Princess
0807871,David Smith
0915733,J. Carlton Wetherby
0038884,Max Asher
0007088,Molly Make-Believe
0336572,Dick Gray
0603270,Edwin Mordant
0010226,A Heart in Pawn
0005905,The Plunderer
0507150,Edgar Lewis
0267912,William Farnum
0926280,Claire Whitney
0264223,Elizabeth Eyre
0343513,William J. Gross
0035455,Henry Armetta
0033524,Flavia Arcaro
0011057,Cinderella's Twin
0531962,Wallace MacDonald
0832267,Ruth Stonehouse
0287721,Cecil Foster
0402475,Irene Hunt
0006358,The American Beauty
0515250,Jack Livingston
0940485,Adelaide Woods
0043776,Edward Ayers
0011116,Dice of Destiny
0668514,Claude Payton
0003489,The Last Days of Pompeii
0143333,Mario Caserini
0734958,Eleuterio Rodolfi
0624446,Fernanda Negri Pouget
1204409,Eugenia Tettoni Fior
0824971,Ubaldo Stefani
0342541,Antonio Grisanti
1148789,Cesare Gani Carini
0224346,Vitale Di Stefano
1298403,Maria Brioschi
0133153,Carlo Campogalliani
1524946,Ersilia Scalpellini
1205185,Ercole Vaser
1295694,Cesare Zocchi
0010207,Happiness a la Mode
0675551,Thomas Persse
0006895,King Lear
0911959,Ernest C. Warde
0911963,Frederick Warde
0401382,Lorraine Huling
0034424,Wayne Arey
0822468,Edwin Stanley
0550780,Boyd Marshall
0358458,Ina Hammer
0226161,Edith Diestel
0111609,Charles Brook
0034125,Henry Ardsley
0015251,Princesse Lulu
0232249,Donatien
0503415,René Leprince
2268837,Lucienne Legrand
0077785,Camille Bert
0165137,Gil Clary
2129519,Isidore Alpha
2447403,Marie-Christine Bellaigue
0307377,André Gargour
0008725,The Last Dawn
0554253,Erzsi B. Marton
0049475,Jenö Balassa
2993876,Andor Kardos
0469597,Leopold Kramer
0521556,Claire Lotto
2749696,Kálmán Ujj
0010994,Billions
0806605,Ray C. Smallwood
0623417,Alla Nazimova
0117065,Charles Bryant
0410332,William Irving
0384078,Bonnie Hill
0454695,Emmett King
0460226,Eugene Klum
0014836,The Dawn of a Tomorrow
0098721,Roland Bottomley
0330242,Harris Gordon
0885818,Mabel Van Buren
0737255,Warren Rogers
0014760,Captain January
0045133,Baby Peggy
0604384,Harry T. Morey
0636027,Joseph North
0004548,The Royal Box
0247107,Oscar Eagle
0169070,Gertrude Coghlan
0140452,Thomas Carrigan
0115446,Clifford Bruce
0101373,Palmer Bowman
0471866,Adrienne Kroell
0010548,Paid in Full
0268240,Jane Farrell
0073616,Vera Beresford
0004230,The Line-Up at Police Headquarters
0899133,Horace Vinton
0118613,J.P. Buckley
0770846,Harry Schenck
0404282,Miriam Hutchins
0574681,John McVeigh
0234845,George S. Dougherty
0005192,The Devil's Daughter
0288616,Frank Powell
0072269,Victor Benoit
0915630,Robert Wayne
0382396,Doris Heywood
0262729,Elaine Evans
0243779,Edouard Durand
0412167,Elaine Ivans
0007093,Mother Love
0871675,Dolly Tree
0014205,Little Old New York
0203836,Marion Davies
0362742,Sam Hardy
0444368,Norval Keedwell
0447954,Charles Kennedy
0277580,Thomas Findley
0914647,Harry Watson
0153556,Spencer Charters
0938464,Louis Wolheim
0449858,J.M. Kerrigan
0121783,Marie Burke
0448210,Mary Kennedy
0614936,Elizabeth Murray
0639579,Gypsy O'Brien
0248581,John E. Eckerlein
0012890,Alma rifeña
0118272,José Buchs
0008101,Abd-El-Kader
0016008,Paquita Alaraz
0017431,Luis E. de Aldecoa
0121434,Burgos
0180709,Francisco Corrales 'Negro Pancho'
0246406,Díaz
0256914,Ezequiel Endériz
0595959,Maimón Mohatar 'El Santón de la Puntilla'
0600089,Natalia Montilla
0721074,Florián Rey
0748291,Rubio
0749652,Elisa Ruiz Romero
0005657,Love in a Wood
0192471,Vera Cunningham
0672872,Cyril Percival
0004911,The Arrival of Perpetua
0640889,M.T. O'Donohue
0384450,Kenneth Hill
0873928,John Troyano
0222783,Donald Devlin
0008735,The Vicar of Wakefield
0192882,Thomas A. Curran
0891238,Robert Vaughn
0368563,Carey L. Hastings
0068818,Tula Belle
0397136,Barbara Howard
0213657,Grace DeCarlton
0061746,Arthur Bauer
0428895,Morgan Jones
0286984,Oscar W. Forster
0680528,Joseph Phillips
0012445,Man-Woman-Marriage
0392709,Allen Holubar
0542870,Margaret Mann
0662947,Frances Parks
0286752,Eva Forrestor
0129918,Jean Calhoun
1549281,Bernice Gevurtz
0725529,Tom Ricketts
0015491,White Man
0000022,Clark Gable
0014467,The Shriek of Araby
0570230,Kathryn McGuire
0296392,Louis Fronde
0840078,Dick Sutherland
0911883,Tiny Ward
0219783,Vernon Dent
0633260,Marian Nixon
0675352,Walter Perry
0013430,Nero
0344930,Jacques Grétillat
0759474,Sandro Salvini
0872195,Guido Trento
0208327,Enzo De Felice
0076464,Nerio Bernardi
0139215,Nello Carotenuto
0208566,Americo De Giorgio
0303280,Alfredo Galoar
0147715,Ernando Cecilia
0437875,Enrico Kant
0201030,Edy Darclea
0847852,Lina Talba
0944940,Lydia Yaguinto
0545621,Maria Marchiali
0003854,Dodge City Trail
0170973,Charles C. Coleman
0823633,Charles Starrett
0337083,Donald Grayson
0919737,Marion Weldon
0421041,Si Jenks
0108653,Al Bridge
0594283,Art Mix
0010958,Ernie Adams
0576055,Lew Meehan
0156173,George Chesebro
0734340,Jack Rockwell
0925651,Blackie Whiteford
0013289,Kick In
0400611,Gareth Hughes
0698985,Jed Prouty
0011930,Arrest Norma MacGregor
0601373,Joe Moore
0016975,Hold That Lion!
0397214,Constance Howard
0007856,James E. Abbe
0047889,Leah Baird
0674185,Charles Perley
0368621,Seymour Hastings
0016517,When the Door Opened
0444641,Frank Keenan
0588235,Diana Miller
0161309,Walter Chung
0006908,The Lash
0217567,Thomas Delmar
0723478,Josephine Rice
0008513,A Rich Man's Plaything
0227021,John T. Dillon
0185803,Charles Craig
0446408,Gladys Kelly
0011045,The Beloved Fool
0373367,Ivan Hedqvist
0014351,Elof Ahrle
0038089,Ragnar Arvedson
0061665,Sture Baude
0085007,Renée Björling
0096737,Hilda Borgström
0279118,Siegfried Fischer
0318814,Hjördis Gille
0353775,Paul Hagman
0405147,Ragnar Hyltén-Cavallius
0423932,Erik Johansson
0530555,Gustaf Lövås
0540217,Eric Malmberg
0636419,Lia Norée
0710016,Gustav Ranft
0803893,Georg Skarstedt
0861205,Anna Thorell
0862038,Karl-Magnus Thulstrup
0906291,Gideon Wahlberg
0935082,Carl-Gunnar Wingård
0007753,The Bronze Bride
0163902,Edward Clark
0013145,Forget Me Not
0532636,Will Machin
0010130,The Firing Line
0168001,Gladys Coburn
0180465,Anne Cornwall
0208117,Rudolph De Cordova
0522691,Shaw Lovett
0723524,Philip S. Rice
0913122,Jane Warrington
0922106,Isabel West
0011902,Ett ödesdigert inkognito
0147800,Sölve Cederstrand
0022009,Tage Almqvist
0783140,Signe Selid
0725458,Eric Rickberg
0835478,Ruth Stråhle
0648060,Helene Olsson
10537513,Anna-Brita Hyberg
0074818,Kerstin Bergman
0016953,The Holy Mountain
0726166,Leni Riefenstahl
0872112,Luis Trenker
0676812,Ernst Petersen
0723801,Frida Richard
0773814,Friedrich Schneider
0755985,Leontine Sagan
0015731,Dangerous Innocence
0782682,William A. Seiter
0478851,Laura La Plante
0310980,Janet Gaynor
0011865,Why Change Your Wife?
0010651,Sacred Silence
0751510,William Russell
0747324,Riza Royce
0015644,The Bridge of Sighs
0543220,Aileen Manning
0007394,The Sting of Victory
0907533,Antoinette Walker
0500168,Anne Leigh
0520720,John Lorenz
0173875,Thomas Commerford
0183126,Richardson Cotton
0197704,Jack Dale
0291277,Laura Frankenfield
0666823,Ellis Paul
8388821,Bond Turner
0008444,Poppy
0675074,Frederick Perry
0736847,Dorothy Rogers
0924225,Edna Whistler
0007750,Broadway Arizona
0007745,Brand's Daughter
0367542,Harry Harvey
0318516,Daniel Gilfether
0064280,Julien Beaubien
0668519,Gloria Payton
0562898,Melvin Mayo
0923346,Robert Weycross
0007004,The Madcap
0235791,William C. Dowlan
0208843,Flora Parker DeHaven
0233640,Vera Doria
0827576,Richard Sterling
0012666,Serving Two Masters
0130791,Charles Calvert
0247330,Josephine Earle
0026552,Dallas Anderson
0658498,Zoe Palmer
0942439,Humberston Wright
0807791,Cyril Smith
0813881,Pat Somerset
0013381,A Master of Craft
0369054,Mercy Hatton
0165886,Arthur Cleave
0447099,John Kelt
0125868,Roy Byford
0691200,F. Pope-Stamper
0235157,Lilian Douglas
0731699,Jerrold Robertshaw
0922800,Eva Westlake
0933509,Ian Wilson
0007349,Silks and Satins
0931935,William A. Williams
0675064,Fayette Perry
0015947,Ingmarsarvet
0596410,Gustaf Molander
0356337,Märta Halldén
0851418,Mathias Taube
1024027,Ida Brander
0512166,Knut Lindroth
0229282,Bengt Djurberg
0486791,Lili Lani
0511862,Sten Lindgren
0526462,Arne Lundh
0725254,Gösta Richter
0876591,Wilhelm Tunelli
0014027,Harry Ahlin
0016817,Emmy Albiin
0023603,Gabriel Alw
0032235,Ellen Appelberg
0071091,Josua Bengtson
0075153,Sven Bergvall
0252553,Märta Ekström
0256933,Louise Eneman-Wahlberg
0259194,Gösta Ericsson
0313747,Mignon Georgian
0405852,Axel Högel
0414955,Nils Jacobsson
0417954,Axel Janse
0423417,Lisskulla Jobs
0487216,Herman Lantz
0511288,Anna Lindahl
0511996,Märtha Lindlöf
0512525,Richard Lindström
0512572,Tore Lindwall
9319287,Gunnar Maegerstolpe
0645039,Nils Ohlin
0648101,Lotten Olsson
0803549,Alf Sjöberg
0334717,Valborg Svensson
0917585,Harald Wehlnor
1306062,Albion Örtengren
0016551,Women and Gold
0003373,James P. Hogan
0030662,Ina Anson
0647248,James Olivio
0697674,John T. Prince
0001175,Camille
0130633,André Calmettes
0580197,Louis Mercanton
0693516,Henri Pouctal
0076800,Sarah Bernhardt
0363465,Jean Chameroy
1267013,Suzanne Seylor
0221142,Henri Desfontaines
1808145,Pitou
0016759,Dance Madness
0319519,Douglas Gilmore
0137173,Mario Carillo
0570932,Belva McKay
0431655,Joyzelle Joyner
0082468,Elmo Billings
0005250,The Eternal City
0717066,Kittens Reichert
0649149,Arthur Oppenheim
0830335,George Stillwell
0068609,Della Bella
0578016,Fuller Mellish
0538081,George Majeroni
0167325,John Clulow
0741234,Amelia Rose
0893809,Freddie Verdi
0022745,Lottie Alter
0335517,Lawrence Grant
0186646,Walter Craven
0301233,F. Gaillard
0484591,Mary Lander
0399350,Herbert Huber
0014524,New Year's Eve
0681726,Lupu Pick
0692612,Edith Posca
0361880,Karl Harbacher
0379263,Julius E. Herrmann
0090104,Rudolf Blümner
9920722,Etelka Maquita
0010976,Babs
0007853,Charles S. Abbe
0390279,William Holden
0202568,Blanche Davenport
0279532,Harvey A. Fisher
0421002,Wes Jenkins
0588336,Frances Miller
0001049,Gøngehøvdingen
0022607,Carl Alstrup
0104856,Aage Brandt
0251436,N. Eiberg
0280746,Solborg Fjeldsøe Rasmussen
0526190,Jørgen Lund
5188470,Carl Johan Lundkvist
5217890,Kaj Rasmussen
0762935,Emilie Sannom
1834127,Maggi Zinn
0012581,Power
0015946,Infatuation
0521118,Leota Lorraine
0010768,Thieves
0823471,Bobby Starr
0416736,Marie James
0013502,Polly of the Follies
0256221,John Emerson
0460924,Horace Knight
0139878,Thomas Carr
0279530,Harry Fisher
0482526,Frank Lalor
0096914,Ina Borke
0034005,Mildred Arden
0175583,Theresa Maxwell Conover
0322299,James Gleason
0220082,Joseph Depew
0740719,Ina Rorke
0013754,When the Desert Calls
0376000,Violet Heming
0860549,Nick Thompson
0005177,A Daughter of the Sea
0780884,Charles M. Seay
0652479,Muriel Ostriche
0234692,Catherine Doucet
0924185,Clara Whipple
0340540,Clifford Grey
0486753,Ethel Langtry
0174547,Myrtis Coney
0005580,June Friday
0574431,Duncan McRae
0245422,Mabel Dwight
0175231,Robert Conness
0003438,Ten Nights in a Barroom
0066734,Lee Beggs
0395136,Violet Horner
0492993,Robert Lawrence
0870588,Marie Trado
0716415,Jack Regan
0250676,Gladys Egan
0008243,Madcap Madge
0922304,Raymond B. West
0348162,Charles Gunn
0015511,Women and Diamonds
0861527,F. Martin Thornton
0923537,Norman Whalley
0215590,Cecil du Gue
0923143,M.A. Wetherell
0102373,Clifton Boyne
0015962,José
0725606,Carmen Rico
0884588,Dolores Valero
0951369,Antonio Zaballos
11252838,José García
0014390,En rackarunge
0027673,Fredrik Andersson
0294244,Fredrik Frendberg
0306585,Ebba Gard
0310689,Ida Gawell-Blumenthal
0244273,Bertil Duroj
0635931,John Norrman
2970883,Aina Bergström
0093513,Anders Boman
0458234,Ragnar Klange
0501982,Torsten Lennartsson
2890572,Ellen Ädelstam
0006574,The Decoy
0496475,George W. Lederer
0621020,Henry J. Napier
0364998,Leonore Harris
0063748,Frank Beamish
0012129,East Lynne
0783256,Henry G. Sell
0790711,Doris Sheerin
0008967,The Claws of the Hun
0532047,Melbourne MacDowell
0057889,Henry A. Barrows
0003732,Burning Daylight: The Adventures of 'Burning Daylight' in Civilization
0010131,Fit to Win
0587277,Lewis Milestone
0446769,Paul Kelly
0008611,Southern Pride
0903634,John Vosper
0458952,Robert Klein
0012423,Lying Lips
0007896,Erblich belastet
9291563,Frau Hertha
0469708,Ada Kramm
9291562,Herr Olsen
0749505,Max Ruhbeck
1949973,Hans Salten
0016552,Wreckage
0021471,May Allison
0587534,John Miljan
0007255,Redeeming Love
0013173,The Girl Who Ran Wild
0730416,Marc B. Robbins
0568316,Nelson McDowell
0008796,The Yellow Bullet
0010470,Robyn Adair
0668525,Lucy Payton
0807549,Bruce Smith
0362180,Neil Hardin
0668513,Clara Payton
0480106,Ruth Lackaye
0240108,Charles Dudley
0013130,Five Days to Live
0206031,Norman Dawn
0782837,Misao Seki
0297849,Toyo Fujita
0007179,Phantom Fortunes
0608786,Jennie Moskowitz
0214651,Adele DeGarde
0301252,Robert Gaillard
0005149,The Coward
0317098,Patricia Palmer
0009467,Out of a Clear Sky
0507861,Walter P. Lewis
0279656,Maggie Fisher
0600299,Helen Montrose
0445736,Nell Clark Keller
1253942,Mercedes de Cordoba
0008496,Walter Abel
0013693,Too Much Wife
0055797,T. Roy Barnes
0424287,Bertram Johns
0289074,Johnny Fox
0007489,Ultus and the Grey Lady
0199314,Frank Dane
0225133,Mary Dibley
0332268,M. Goujet
0500226,J.L.V. Leigh
0796636,Aurelio Sidney
0015334,Single Wives
0042422,Jere Austin
0429473,Winfield Jones
0014146,Crown of Thorns
0927468,Robert Wiene
0158103,Gregori Chmara
1046539,Emanuel Reicher
0334603,Alexander Granach
0065598,Theodor Becker
0851420,Robert Taube
0956272,Bruno Ziener
0511183,Emil Lind
0472174,Max Kronert
1261022,Herr Magnus
1262062,Walter Neumann
0381271,Guido Herzfeld
1262060,Wilhelm Nagel
0747309,Lionel Royce
1262014,Eduard Kandl
0921500,Walter Werner
0333675,Paul Graetz
0473019,Maria Kryshanovskaya
0839911,Mathilde Sussin
0643945,Erik Ode
0436209,Erwin Kalser
0910016,Erich Walter
0220471,Ernst Dernburg
0299833,Jaro Fürth
1261761,Rose Veldtkirch
0376264,Paul Henckels
0010755,The Flame of Life
0022011,Greta Almroth
0159838,Lillebil Ibsen
0265222,Louise Fahlman
0676470,Hjalmar Peters
0258611,Edith Erastoff
0116327,Ernst Brunman
0196998,Arvid Dahlberg
0311957,Mona Geijer-Falkner
